"sess","id","whole","time","where","day","sessname"
64,318,"dynamic directional model for effective brain connectivity using electrocorticographic (ecog) time series fan li, duke university johns hopkins university tingting zhang* and jingwei wu, university of virginia dana boatman-reich and brian caffo,","9:45","Chasseur Room (3rd Floor)","Tuesday, March 18","64. statistical learning for complex multivariate biomedical data"
65,320,"65. statistical challenges in studies of environmental, reproductive and perinatal health and the environment institute of child health and human development, of child health and human development, national institutes of health national institutes of health","10:10","Grand Ballroom VIII (3rd Floor)","Tuesday, March 18","65. statistical challenges in studies of environmental, reproductive and perinatal health"
65,321,"the current duration approach to estimating time to pregnancy niels keiding*, university of copenhagen, denmark","8:30","Grand Ballroom VIII (3rd Floor)","Tuesday, March 18","65. statistical challenges in studies of environmental, reproductive and perinatal health"
65,322,"prediction of fecundity based on joint modeling of multiple time scale longitudinal intercourse and menstrual cycle characteristics institute of child health and human development, rajeshwari sundaram*, eunice kennedy shriver national national institutes of health","8:55","Grand Ballroom VIII (3rd Floor)","Tuesday, March 18","65. statistical challenges in studies of environmental, reproductive and perinatal health"
65,323,"air pollution metric analysis while determining susceptible periods of pregnancy for low birth weight and birth defects joshua l. warren and amy h. herring, university of north peter h. langlois, texas department of state health montse fuentes*, north carolina state university carolina, chapel hill services, austin","9:20","Grand Ballroom VIII (3rd Floor)","Tuesday, March 18","65. statistical challenges in studies of environmental, reproductive and perinatal health"
65,324,"identifying “bad actors” in mixtures of prenatal exposures associated with reproductive health using weighted quantile sum regression caroline k. carrico, health diagnostics laboratory chris gennings*, virginia commonwealth university","9:45","Grand Ballroom VIII (3rd Floor)","Tuesday, March 18","65. statistical challenges in studies of environmental, reproductive and perinatal health"
66,325,"66. new developments in statistical methodologies for the analysis of disease data","10:10","Harborside Room A (4th Floor)","Tuesday, March 18","66. new developments in statistical methodologies for the analysis of disease data"
66,326,"making the cut: improved ranking and selection in large-scale inference nicholas henderson and michael a. newton*, university of wisconsin, madison","8:30","Harborside Room A (4th Floor)","Tuesday, March 18","66. new developments in statistical methodologies for the analysis of disease data"
66,327,"generation of virtual control groups for single arm prostate cancer adjuvant trials zhenyu jia*, university of akron and northeast ohio michael b. lilly, medical university of south carolina medical university dan a. mercola, university of california, irvine","8:55","Harborside Room A (4th Floor)","Tuesday, March 18","66. new developments in statistical methodologies for the analysis of disease data"
66,328,"differential network analysis using microarray gene expression data susmita datta*, university of louisville","9:20","Harborside Room A (4th Floor)","Tuesday, March 18","66. new developments in statistical methodologies for the analysis of disease data"
66,329,"fused lasso with the adaptation of parameter ordering (flapo) in meta analysis of repeated measurements lu wang and peter xk song*, university of michigan fei wang, ford motor credit","9:45","Harborside Room A (4th Floor)","Tuesday, March 18","66. new developments in statistical methodologies for the analysis of disease data"
67,330,"67. recent development and application of bayesian methods for the probability of success and decision making in clinical trials science, asa biopharmaceutical section","10:10","Grand Ballroom II (3rd Floor)","Tuesday, March 18","67. recent development and application of bayesian methods for the probability of success and decision making in clinical trials"
67,331,"using prior information to help determine appropriate metrics for sound decision making in drug development program 71 christy chuang-stein*, pfizer inc. * = presenter | n = student award winner","8:30","Grand Ballroom II (3rd Floor)","Tuesday, March 18","67. recent development and application of bayesian methods for the probability of success and decision making in clinical trials"
67,332,"average power and average conditional power in clinical trial design and interim analysis kuang-kuo g. lan*, janssen r&d, johnson & johnson","8:55","Grand Ballroom II (3rd Floor)","Tuesday, March 18","67. recent development and application of bayesian methods for the probability of success and decision making in clinical trials"
67,333,"bayesian probability of success for superiority trials in the presence of historical data joseph g. ibrahim*, university of north carolina, ming-hui chen, university of connecticut joseph f. heyse, merck, inc. chapel hill mani y. lakshminarayanan, guanghan liu,","9:20","Grand Ballroom II (3rd Floor)","Tuesday, March 18","67. recent development and application of bayesian methods for the probability of success and decision making in clinical trials"
67,334,"evaluating regression-to-the-mean of treatment effect from phase 2 to phase 3 jianliang zhang*, medimmune, llc","9:45","Grand Ballroom II (3rd Floor)","Tuesday, March 18","67. recent development and application of bayesian methods for the probability of success and decision making in clinical trials"
68,335,"68. functional data analysis: show me the data of medicine nonparametric statistics","10:10","Harborside Room B (4th Floor)","Tuesday, March 18","68. functional data analysis: show me the data"
68,336,"csi statistics: functional data analysis for dead bodies john aston*, university of cambridge and anjali mazumder, university of warwick university of leicester university of warwick anna zylbersztejn, university of warwick and","8:30","Harborside Room B (4th Floor)","Tuesday, March 18","68. functional data analysis: show me the data"
68,337,"surviving in the icu: the case for uneven support functional data analysis ciprian crainiceanu* and jonathan gellar, johns hopkins university","8:55","Harborside Room B (4th Floor)","Tuesday, March 18","68. functional data analysis: show me the data"
68,338,"studying the relationship between cerebral vessel morphology and hemodynamic forces in arteries affected by aneurysms: laura m. sangalli*, laboratory for modeling and bree ettinger, emory university scientific computing mox, italy a spatial functional data analysis approach scientific computing mox, italy simona perotto, laboratory for modeling and","9:20","Harborside Room B (4th Floor)","Tuesday, March 18","68. functional data analysis: show me the data"
68,339,"functional prediction of traffic streams jeng-min chiou*, academia sinica","9:45","Harborside Room B (4th Floor)","Tuesday, March 18","68. functional data analysis: show me the data"
